"ride_id","rideable_type","started_at","ended_at","member_casual","ride_length_seconds","ride_length","day_of_week"
"8D180A8F80091E7C","classic_bike",2022-01-14 15:50:20,2022-01-15 16:50:01,"casual",89981,"24:59:41",6
"81F3141973924C8C","docked_bike",2022-01-12 15:58:21,2022-01-19 11:57:25,"casual",590344,"163:59:04",4
"80BDA7C7217169F6","classic_bike",2022-01-18 19:54:24,2022-01-19 20:54:17,"casual",89993,"24:59:53",3
"7FC9773EF416E4A3","classic_bike",2022-01-03 20:05:55,2022-01-04 21:05:50,"casual",89995,"24:59:55",2
"7E1769DB5ED5302D","classic_bike",2022-01-28 10:03:43,2022-01-29 10:40:51,"casual",88628,"24:37:08",6
"7DEA5FF77EEE663C","classic_bike",2022-01-09 02:00:20,2022-01-10 03:00:17,"casual",89997,"24:59:57",1
"7B921D54094B6FD0","classic_bike",2022-01-16 11:50:22,2022-01-17 12:50:14,"casual",89992,"24:59:52",1
"79A2759899446DFA","classic_bike",2022-01-30 04:30:14,2022-01-31 05:30:09,"member",89995,"24:59:55",1
"798B1891F9C942AC","classic_bike",2022-01-26 16:27:36,2022-01-27 17:27:18,"casual",89982,"24:59:42",4
"763306F7310C7D62","classic_bike",2022-01-19 09:34:58,2022-01-20 10:34:52,"member",89994,"24:59:54",4
"75B575F78EC8BA7A","docked_bike",2022-01-10 16:20:31,2022-01-12 09:38:15,"casual",148664,"41:17:44",2
"7395B9B8642CD785","docked_bike",2022-01-22 11:04:55,2022-01-23 11:45:18,"casual",88823,"24:40:23",7
"71BDCF5D330D8CA0","docked_bike",2022-01-09 22:41:14,2022-01-10 23:41:15,"casual",90001,"25:00:01",1
"6C5F1A5A1C51BE79","docked_bike",2022-01-22 11:55:07,2022-01-23 12:34:20,"casual",88753,"24:39:13",7
"6C05E25B083BCA23","classic_bike",2022-01-15 15:10:21,2022-01-16 16:10:14,"casual",89993,"24:59:53",7
"6AC06668BD413A3A","classic_bike",2022-01-25 11:27:29,2022-01-26 12:27:20,"casual",89991,"24:59:51",3
"624C90A2DB72E178","classic_bike",2022-01-19 19:22:24,2022-01-20 19:23:53,"casual",86489,"24:01:29",4
"5EE2D7C533CCC17B","docked_bike",2022-01-06 19:07:45,2022-01-25 14:30:33,"casual",1624968,"451:22:48",5
"5C72F80B089C683B","classic_bike",2022-01-22 14:35:50,2022-01-23 15:35:39,"casual",89989,"24:59:49",7
"5AA216F2E2138811","docked_bike",2022-01-13 17:44:13,2022-01-23 15:02:19,"casual",854286,"237:18:06",5
"578BA30BA1348F18","docked_bike",2022-01-01 01:00:05,2022-01-21 08:51:11,"casual",1756266,"487:51:06",7
"5679434466A48868","docked_bike",2022-01-01 01:23:25,2022-01-19 10:02:17,"casual",1586332,"440:38:52",7
"51B8321CBC49C5B7","classic_bike",2022-01-23 14:06:45,2022-01-24 15:06:37,"casual",89992,"24:59:52",1
"4A4EB35340B2096A","classic_bike",2022-01-18 14:17:15,2022-01-19 15:17:11,"casual",89996,"24:59:56",3
"4A1394CD127314E2","classic_bike",2022-01-08 20:08:00,2022-01-09 21:07:55,"casual",89995,"24:59:55",7
"49B1D6A3339EECA9","docked_bike",2022-01-14 08:44:38,2022-01-16 19:27:45,"casual",211387,"58:43:07",6
"47E141C868930014","classic_bike",2022-01-29 18:44:46,2022-01-30 19:44:42,"member",89996,"24:59:56",7
"44BA6450D101D20A","classic_bike",2022-01-29 17:52:46,2022-01-30 18:52:39,"casual",89993,"24:59:53",7
"3DBF3BCF515DA5B5","classic_bike",2022-01-13 12:56:51,2022-01-14 13:56:41,"member",89990,"24:59:50",5
"365DCEAA0983EA22","classic_bike",2022-01-25 08:25:13,2022-01-26 09:25:08,"member",89995,"24:59:55",3
"3500DE173D629003","docked_bike",2022-01-14 14:27:29,2022-01-15 15:27:31,"casual",90002,"25:00:02",6
"2F30091C42C1A659","classic_bike",2022-01-10 07:15:21,2022-01-11 08:15:13,"member",89992,"24:59:52",2
"2CB414F5751A8E57","classic_bike",2022-01-25 01:41:11,2022-01-26 02:41:05,"casual",89994,"24:59:54",3
"2B243E73FDD22754","docked_bike",2022-01-16 09:57:35,2022-01-18 08:09:14,"casual",166299,"46:11:39",1
"2AA6EB8A75C7D544","classic_bike",2022-01-02 16:57:45,2022-01-03 17:57:39,"member",89994,"24:59:54",1
"27D5240567CFE323","classic_bike",2022-01-02 04:15:17,2022-01-03 05:15:11,"casual",89994,"24:59:54",1
"24B0B2A8C549873E","classic_bike",2022-01-01 01:54:33,2022-01-02 02:54:29,"member",89996,"24:59:56",7
"235BE4F8EC3B9213","classic_bike",2022-01-14 03:31:52,2022-01-15 04:31:32,"casual",89980,"24:59:40",6
"212ED3D7E52AFB9B","docked_bike",2022-01-08 09:31:07,2022-01-12 10:46:11,"casual",350104,"97:15:04",7
"20D99BB37E52BDE2","classic_bike",2022-01-22 12:53:35,2022-01-23 13:53:30,"casual",89995,"24:59:55",7
"201DD440EDAF2D55","classic_bike",2022-01-14 09:42:38,2022-01-15 10:42:32,"casual",89994,"24:59:54",6
"1FD07A79C336232F","docked_bike",2022-01-27 18:21:39,2022-01-28 19:21:41,"casual",90002,"25:00:02",5
"1C27D3E7982CABF4","classic_bike",2022-01-06 16:15:44,2022-01-07 17:15:41,"member",89997,"24:59:57",5
"1B0F631EED414A56","classic_bike",2022-01-08 13:15:20,2022-01-09 14:15:07,"member",89987,"24:59:47",7
"1A51C738B3CD1B3A","classic_bike",2022-01-10 18:50:12,2022-01-11 19:50:05,"casual",89993,"24:59:53",2
"17BC9F8B24C3D9B7","classic_bike",2022-01-25 21:38:09,2022-01-26 22:38:04,"casual",89995,"24:59:55",3
"12AECC215E03007C","classic_bike",2022-01-13 10:40:02,2022-01-14 11:39:55,"casual",89993,"24:59:53",5
"12AD5F830A6BCA1F","docked_bike",2022-01-01 13:41:03,2022-01-02 14:05:22,"casual",87859,"24:24:19",7
"127DA85EDF6639F3","docked_bike",2022-01-19 02:13:39,2022-01-26 12:01:09,"casual",640050,"177:47:30",4
"0E8AE09B0B7ED472","classic_bike",2022-01-19 17:27:19,2022-01-20 18:27:09,"member",89990,"24:59:50",4
"0D6132D4CB1124C5","docked_bike",2022-01-12 15:58:43,2022-01-18 14:10:00,"casual",511877,"142:11:17",4
"0D36830A255A7576","classic_bike",2022-01-31 00:46:22,2022-02-01 01:46:16,"casual",89994,"24:59:54",2
"0B34AB61AAE6D391","docked_bike",2022-01-05 11:30:04,2022-01-06 12:30:05,"casual",90001,"25:00:01",4
"0ABEB911A7652448","classic_bike",2022-01-19 12:40:58,2022-01-20 13:40:39,"casual",89981,"24:59:41",4
"05CB97730A5A0FD7","classic_bike",2022-01-21 18:43:50,2022-01-22 19:43:44,"casual",89994,"24:59:54",6
"03ED3AB8C0C925AE","classic_bike",2022-01-12 17:27:13,2022-01-13 18:27:06,"casual",89993,"24:59:53",4
"34132AA900C57099","docked_bike",2022-02-13 14:20:23,2022-02-15 13:32:27,"casual",169924,"47:12:04",1
"1F1E6810649A9E01","docked_bike",2022-02-18 18:51:18,2022-02-19 19:51:18,"casual",90000,"25:00:00",6
"4A5DB0B7B07F42E4","classic_bike",2022-02-24 07:27:57,2022-02-25 08:27:47,"casual",89990,"24:59:50",5
"C0884642952963B6","classic_bike",2022-02-15 16:20:31,2022-02-16 17:20:26,"casual",89995,"24:59:55",3
"8A8508A3B2E36B6F","classic_bike",2022-02-26 14:37:15,2022-02-27 15:37:09,"casual",89994,"24:59:54",7
"8425446669F46A05","classic_bike",2022-02-17 12:02:27,2022-02-18 13:02:20,"casual",89993,"24:59:53",5
"ACFA4699373A39FE","classic_bike",2022-02-21 00:57:02,2022-02-22 01:56:54,"member",89992,"24:59:52",2
"470778B87B1E231F","docked_bike",2022-02-25 12:02:42,2022-02-26 18:11:51,"casual",108549,"30:09:09",6
"A9DC21DF469D2FB5","docked_bike",2022-02-13 13:05:10,2022-02-14 13:05:55,"casual",86445,"24:00:45",1
"4F54A6A21E37748C","docked_bike",2022-02-13 14:47:49,2022-02-16 09:44:27,"casual",240998,"66:56:38",1
"C887CADD2076F086","docked_bike",2022-02-14 02:47:35,2022-02-15 10:21:52,"casual",113657,"31:34:17",2
"981923E3762F12FD","classic_bike",2022-02-27 16:17:11,2022-02-28 16:43:35,"member",87984,"24:26:24",1
"07AFCA0BF00591FE","docked_bike",2022-02-26 17:46:47,2022-02-28 09:45:52,"casual",143945,"39:59:05",7
"F2496104601259F2","docked_bike",2022-02-08 19:21:13,2022-02-16 09:07:11,"casual",654358,"181:45:58",3
"5B3FC680B3790A2A","docked_bike",2022-02-03 18:12:24,2022-02-05 16:03:43,"casual",165079,"45:51:19",5
"147F8374D45F2143","classic_bike",2022-02-21 17:12:53,2022-02-22 18:12:47,"casual",89994,"24:59:54",2
"941FD6EDB5A8B05A","classic_bike",2022-02-27 13:15:32,2022-02-28 14:15:16,"casual",89984,"24:59:44",1
"BFDBC93B1717F43D","classic_bike",2022-02-19 17:08:15,2022-02-20 18:08:07,"casual",89992,"24:59:52",7
"20AFB107C12E09EC","classic_bike",2022-02-16 16:50:54,2022-02-17 17:50:46,"casual",89992,"24:59:52",4
"1B638E5EDF2F812F","classic_bike",2022-02-24 20:46:15,2022-02-25 21:46:10,"casual",89995,"24:59:55",5
"EB931CE6DC92426A","classic_bike",2022-02-24 20:49:17,2022-02-25 21:49:12,"casual",89995,"24:59:55",5
"95F1AE559DB63029","classic_bike",2022-02-09 15:42:46,2022-02-10 16:42:28,"casual",89982,"24:59:42",4
"21824A7041320E4E","classic_bike",2022-02-06 02:53:06,2022-02-07 03:52:59,"casual",89993,"24:59:53",1
"43E6E8F4818B6F9B","classic_bike",2022-02-19 16:34:57,2022-02-20 17:34:52,"casual",89995,"24:59:55",7
"3CAE5304A0098DCA","docked_bike",2022-02-20 06:30:50,2022-02-21 07:30:51,"casual",90001,"25:00:01",1
"F41A9ED667FEFF3B","classic_bike",2022-02-10 02:05:30,2022-02-11 03:05:21,"casual",89991,"24:59:51",5
"E01C3286C25B6C39","docked_bike",2022-02-19 14:02:48,2022-02-26 12:47:46,"casual",600298,"166:44:58",7
"8F9ADB87AD526535","classic_bike",2022-02-19 20:38:12,2022-02-20 21:38:02,"casual",89990,"24:59:50",7
"0E73A030551D479C","classic_bike",2022-02-01 23:41:13,2022-02-03 00:40:51,"casual",89978,"24:59:38",3
"7E2FAEE65C9389C9","classic_bike",2022-02-05 12:51:54,2022-02-06 13:51:48,"member",89994,"24:59:54",7
"231E9170310C1B40","docked_bike",2022-02-13 06:28:30,2022-02-17 15:40:08,"casual",378698,"105:11:38",1
"693F8A4AE1DDE216","docked_bike",2022-02-15 06:04:28,2022-02-17 13:51:22,"casual",200814,"55:46:54",3
"9B56434D3D9FBAC3","docked_bike",2022-02-06 10:54:37,2022-02-10 14:07:48,"casual",357191,"99:13:11",1
"7E393FB5A30CCC57","docked_bike",2022-02-21 11:48:41,2022-02-26 00:42:19,"casual",392018,"108:53:38",2
"74D1EEE5639E6B44","docked_bike",2022-02-23 05:25:48,2022-02-24 06:25:49,"casual",90001,"25:00:01",4
"9E7C042D3D6ECF78","classic_bike",2022-02-22 20:59:02,2022-02-23 21:58:57,"casual",89995,"24:59:55",3
"4EDA6C9040D0870B","classic_bike",2022-02-11 14:06:37,2022-02-12 15:06:32,"casual",89995,"24:59:55",6
"24CB3A0191A589C1","docked_bike",2022-02-19 12:54:45,2022-02-20 13:54:46,"casual",90001,"25:00:01",7
"3E89030A0FC34908","docked_bike",2022-02-09 11:20:24,2022-02-14 16:08:12,"casual",449268,"124:47:48",4
"81D452EB6FE314AF","docked_bike",2022-02-06 17:54:44,2022-02-09 10:35:29,"casual",232845,"64:40:45",1
"8DF322A8D22E9C0C","classic_bike",2022-02-04 19:10:45,2022-02-05 20:10:38,"member",89993,"24:59:53",6
"AC6D735048F7C6AB","classic_bike",2022-02-23 16:45:46,2022-02-24 17:45:41,"member",89995,"24:59:55",4
"9A0CA22DB9632127","classic_bike",2022-02-11 04:06:37,2022-02-12 05:06:30,"casual",89993,"24:59:53",6
"781200FF0C669CBF","classic_bike",2022-02-15 12:08:34,2022-02-16 13:08:29,"member",89995,"24:59:55",3
"9F272CE4222035D2","classic_bike",2022-02-06 04:39:59,2022-02-07 05:39:53,"member",89994,"24:59:54",1
"482D40C4761CAEA2","classic_bike",2022-02-07 18:37:21,2022-02-08 19:37:14,"member",89993,"24:59:53",2
"3149E166F47868F4","docked_bike",2022-02-07 04:39:44,2022-02-08 05:39:46,"casual",90002,"25:00:02",2
"7F990501CA6B2F42","classic_bike",2022-02-21 01:33:25,2022-02-22 02:33:18,"member",89993,"24:59:53",2
"3403C18C0B83EA6B","classic_bike",2022-02-11 17:42:00,2022-02-12 18:41:51,"member",89991,"24:59:51",6
"7E08D2F5BAD1417E","classic_bike",2022-02-21 15:34:24,2022-02-22 16:34:21,"casual",89997,"24:59:57",2
"7ABC3167C13FD962","classic_bike",2022-02-19 14:28:14,2022-02-20 15:28:08,"member",89994,"24:59:54",7
"F35BF13699FF7A00","classic_bike",2022-02-20 17:02:17,2022-02-21 18:02:12,"member",89995,"24:59:55",1
"08D3DD8F2C89AD68","classic_bike",2022-02-03 00:43:35,2022-02-04 01:43:31,"member",89996,"24:59:56",5
"667A647F79D83A7A","classic_bike",2022-02-07 17:34:09,2022-02-08 18:34:03,"casual",89994,"24:59:54",2
"486D99A8D61E9A66","classic_bike",2022-02-23 18:08:19,2022-02-24 19:08:13,"casual",89994,"24:59:54",4
"AEFE5EF4F6EA6977","classic_bike",2022-02-18 13:18:26,2022-02-19 14:18:22,"member",89996,"24:59:56",6
"1247AC5BC44A9AB7","classic_bike",2022-02-03 16:10:04,2022-02-04 17:09:54,"casual",89990,"24:59:50",5
"0BD53775DF2439A3","docked_bike",2022-02-25 10:41:50,2022-02-27 09:39:23,"casual",169053,"46:57:33",6
"B3A610709E990212","classic_bike",2022-02-10 08:42:23,2022-02-11 09:42:16,"member",89993,"24:59:53",5
"9043CBF49F30B562","docked_bike",2022-02-04 16:12:59,2022-02-05 17:13:00,"casual",90001,"25:00:01",6
"EEF12523F86C4020","classic_bike",2022-02-03 21:01:59,2022-02-04 22:01:52,"member",89993,"24:59:53",5
"AAEC0148FCABAEFA","classic_bike",2022-02-05 19:06:31,2022-02-06 20:06:22,"member",89991,"24:59:51",7
"ADA6949A2D523611","classic_bike",2022-02-22 06:17:36,2022-02-23 07:17:29,"casual",89993,"24:59:53",3
"C18125B86AB3F6FB","classic_bike",2022-02-08 07:52:38,2022-02-09 08:52:32,"member",89994,"24:59:54",3
"E044066012671A78","classic_bike",2022-02-09 17:56:58,2022-02-10 18:56:54,"member",89996,"24:59:56",4
"86C556D915BBE45E","docked_bike",2022-02-08 12:26:02,2022-02-10 10:46:39,"casual",166837,"46:20:37",3
"E11CA4AD6AC054EB","classic_bike",2022-02-04 08:49:45,2022-02-05 09:49:37,"member",89992,"24:59:52",6
"C9FD7380A68EAFB3","classic_bike",2022-02-16 17:47:04,2022-02-17 18:46:59,"member",89995,"24:59:55",4
"1F92809BFF6E1901","classic_bike",2022-02-26 06:54:37,2022-02-27 07:54:21,"casual",89984,"24:59:44",7
"563426E179D4E880","classic_bike",2022-02-23 18:30:42,2022-02-24 19:30:37,"casual",89995,"24:59:55",4
"45051730604E5DF5","classic_bike",2022-02-15 11:27:13,2022-02-16 12:27:05,"member",89992,"24:59:52",3
"8EA8EB60CFACCBDD","classic_bike",2022-02-20 14:38:20,2022-02-21 15:38:15,"casual",89995,"24:59:55",1
"BCBBC4951BE9A3B2","classic_bike",2022-02-01 19:07:46,2022-02-02 20:07:41,"casual",89995,"24:59:55",3
"1636EB57FDD8D758","classic_bike",2022-02-11 12:28:49,2022-02-12 13:28:44,"casual",89995,"24:59:55",6
"EEFCDFDFF490CC19","classic_bike",2022-02-10 17:50:26,2022-02-11 18:50:17,"member",89991,"24:59:51",5
"C1170E7540E3F1DF","classic_bike",2022-02-05 14:56:52,2022-02-06 15:56:44,"member",89992,"24:59:52",7
"6B204436DCF4D44B","classic_bike",2022-02-13 02:17:21,2022-02-14 03:17:12,"casual",89991,"24:59:51",1
"92237367B5187371","classic_bike",2022-02-27 15:08:58,2022-02-28 16:08:52,"casual",89994,"24:59:54",1
"894BFC0BF75F6B53","classic_bike",2022-02-21 20:01:14,2022-02-22 21:00:54,"casual",89980,"24:59:40",2
"4CE0128AA9EA5ACC","classic_bike",2022-02-12 21:56:54,2022-02-13 22:56:43,"casual",89989,"24:59:49",7
"B51664288D23ACC5","classic_bike",2022-02-24 15:37:58,2022-02-25 16:37:40,"casual",89982,"24:59:42",5
"ECC567F99E758709","classic_bike",2022-02-20 14:05:41,2022-02-21 15:05:35,"casual",89994,"24:59:54",1
"93B501EA86ACD5DB","classic_bike",2022-02-14 08:25:38,2022-02-15 09:25:30,"casual",89992,"24:59:52",2
"EBD942E36F2FFD1A","classic_bike",2022-02-21 18:23:37,2022-02-22 19:23:29,"casual",89992,"24:59:52",2
"9C10CBA8D571B90D","docked_bike",2022-02-10 00:55:47,2022-02-15 11:06:58,"casual",468671,"130:11:11",5
"2FB19E2F5332ADFD","classic_bike",2022-02-01 15:49:19,2022-02-02 16:49:08,"casual",89989,"24:59:49",3
"927190DF5F812FCD","docked_bike",2022-02-06 03:54:11,2022-02-07 04:54:11,"casual",90000,"25:00:00",1
"8BAB499E75C9EC15","classic_bike",2022-02-11 08:26:02,2022-02-12 09:25:50,"casual",89988,"24:59:48",6
"4AA16F75C1AAC12A","docked_bike",2022-03-21 20:56:00,2022-03-24 15:40:10,"casual",240250,"66:44:10",2
"EE2BF61B965834FD","docked_bike",2022-03-13 11:26:28,2022-03-14 19:46:17,"casual",116389,"32:19:49",1
"3E34A5BC31AF76B2","docked_bike",2022-03-21 19:28:34,2022-03-24 20:34:09,"casual",263135,"73:05:35",2
"BAB776D72880D22E","classic_bike",2022-03-10 09:29:13,2022-03-11 09:34:47,"member",86734,"24:05:34",5
"080802E2B6B65E8B","classic_bike",2022-03-17 15:11:55,2022-03-18 16:11:50,"casual",89995,"24:59:55",5
"42E8E4373F5C95C3","classic_bike",2022-03-27 16:05:43,2022-03-28 17:05:21,"casual",89978,"24:59:38",1
"6C64D71AC86DFDC7","classic_bike",2022-03-02 18:59:44,2022-03-03 19:59:35,"casual",89991,"24:59:51",4
"59839085BFD5572A","docked_bike",2022-03-20 17:30:44,2022-03-23 12:50:15,"casual",242371,"67:19:31",1
"5452F46A49D20B31","classic_bike",2022-03-05 16:26:53,2022-03-06 17:26:48,"casual",89995,"24:59:55",7
"39164C91D8EAF842","docked_bike",2022-03-17 15:05:01,2022-03-25 04:57:18,"casual",654737,"181:52:17",5
"D7D5B94D9996F4A9","classic_bike",2022-03-21 20:43:01,2022-03-22 21:42:44,"casual",89983,"24:59:43",2
"C3A1A4FE4B626C89","docked_bike",2022-03-13 15:41:33,2022-03-17 04:55:14,"casual",306821,"85:13:41",1
"4CFD54C9D40E1339","classic_bike",2022-03-20 18:45:42,2022-03-21 19:45:36,"casual",89994,"24:59:54",1
"91AC06662169967C","classic_bike",2022-03-16 19:07:07,2022-03-17 20:07:00,"casual",89993,"24:59:53",4
"BA7A1F3B419D40EC","classic_bike",2022-03-06 02:35:16,2022-03-07 03:35:10,"casual",89994,"24:59:54",1
"131FA36584F90422","classic_bike",2022-03-02 17:19:36,2022-03-03 18:19:21,"member",89985,"24:59:45",4
"92C5E466C148E577","classic_bike",2022-03-02 09:38:16,2022-03-03 10:37:59,"member",89983,"24:59:43",4
"CBAF6D915B8DE6F9","classic_bike",2022-03-23 20:22:06,2022-03-24 21:22:01,"casual",89995,"24:59:55",4
"74C7D17A78FB360F","docked_bike",2022-03-16 21:55:19,2022-03-21 04:00:46,"casual",367527,"102:05:27",4
"AD9C9C326878EF3D","docked_bike",2022-03-17 18:08:35,2022-03-18 19:08:35,"casual",90000,"25:00:00",5
"C5735B1CDC1E050E","docked_bike",2022-03-27 12:16:47,2022-03-30 04:59:53,"casual",232986,"64:43:06",1
"0702141083E74A6D","classic_bike",2022-03-18 01:25:56,2022-03-19 02:25:51,"casual",89995,"24:59:55",6
"CB02B2D90673E951","classic_bike",2022-03-16 17:32:05,2022-03-17 18:31:59,"member",89994,"24:59:54",4
"AA0E54CA9253F81D","docked_bike",2022-03-20 13:28:17,2022-03-21 17:24:37,"casual",100580,"27:56:20",1
"A410B2FF59E71139","classic_bike",2022-03-24 18:09:42,2022-03-25 19:09:34,"casual",89992,"24:59:52",5
"F77294734EDD62CC","docked_bike",2022-03-21 20:00:10,2022-03-24 04:55:50,"casual",204940,"56:55:40",2
"8397D46306A92836","classic_bike",2022-03-11 14:47:41,2022-03-12 15:47:36,"casual",89995,"24:59:55",6
"EBA9FE34B8A22001","classic_bike",2022-03-14 17:44:45,2022-03-15 18:44:39,"casual",89994,"24:59:54",2
"AC35100F4F2F7D72","docked_bike",2022-03-24 08:18:06,2022-03-25 17:15:23,"casual",118637,"32:57:17",5
"D803A0AEB3E6980C","docked_bike",2022-03-03 12:52:08,2022-03-05 01:23:24,"casual",131476,"36:31:16",5
"D67D1EBF8138FA74","docked_bike",2022-03-05 17:27:17,2022-03-14 10:24:46,"casual",752249,"208:57:29",7
"B3A1A931E284E915","classic_bike",2022-03-08 00:58:51,2022-03-09 01:58:47,"casual",89996,"24:59:56",3
"C9C9493F1648C33A","classic_bike",2022-03-24 16:50:02,2022-03-25 17:49:57,"casual",89995,"24:59:55",5
"191E7BC1F5D087A4","classic_bike",2022-03-15 17:53:37,2022-03-16 18:53:29,"member",89992,"24:59:52",3
"D0D705EA17DE67B4","docked_bike",2022-03-11 19:18:45,2022-03-16 04:27:59,"casual",378554,"105:09:14",6
"4443EBAC140A7647","docked_bike",2022-03-21 07:56:57,2022-03-22 08:56:58,"casual",90001,"25:00:01",2
"E71F726F271FBF2E","docked_bike",2022-03-14 16:03:09,2022-03-16 15:34:05,"casual",171056,"47:30:56",2
"E1E0B516425EC448","classic_bike",2022-03-05 16:01:20,2022-03-06 16:23:06,"casual",87706,"24:21:46",7
"FEFAC3A4BAA21A5C","docked_bike",2022-03-20 08:54:59,2022-03-21 11:23:35,"casual",95316,"26:28:36",1
"23697816035F9A8F","docked_bike",2022-03-05 19:08:58,2022-03-29 15:43:02,"casual",2061244,"572:34:04",7
"40936412E044E725","classic_bike",2022-03-14 11:40:56,2022-03-15 12:19:25,"member",88709,"24:38:29",2
"1F259F813FA89E03","docked_bike",2022-03-14 12:03:51,2022-03-20 13:59:00,"casual",525309,"145:55:09",2
"97E2E39343E40F02","docked_bike",2022-03-01 13:38:59,2022-03-02 15:04:39,"casual",91540,"25:25:40",3
"B5EEC39DF935E1F2","docked_bike",2022-03-20 19:16:19,2022-03-22 07:21:21,"casual",129902,"36:05:02",1
"4F3693A1A068701D","docked_bike",2022-03-20 19:16:45,2022-03-23 07:21:48,"casual",216303,"60:05:03",1
"3DBADA6CA2630E4A","docked_bike",2022-03-03 03:11:24,2022-03-05 12:53:50,"casual",207746,"57:42:26",5
"1E5D4138010445E9","docked_bike",2022-03-26 12:27:46,2022-03-27 13:03:59,"casual",88573,"24:36:13",7
"ED7DA01FC899DEFA","docked_bike",2022-03-05 15:39:31,2022-03-08 16:41:04,"casual",262893,"73:01:33",7
"A93315AD105254B8","docked_bike",2022-03-20 16:59:54,2022-03-21 17:37:45,"casual",88671,"24:37:51",1
"5027D0058C307459","classic_bike",2022-03-29 07:57:20,2022-03-30 08:06:20,"member",86940,"24:09:00",3
"36FBCD76D3BBB75A","docked_bike",2022-03-21 21:24:10,2022-03-23 15:17:42,"casual",150812,"41:53:32",2
"71093920D28B87B2","docked_bike",2022-03-13 15:27:24,2022-03-15 12:37:31,"casual",162607,"45:10:07",1
